region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Thurston County,Washington,47.1811709,46.7647158,-122.4593345,-123.1601995,47.0113823133195,-122.850197543346,825.35,36958,80.0978262728532,78.9127556903105,206377,551649,321369,489090,774323,35,2342808,8.75,585702,44676386.8844208,139373862.301041,72976215.2608707,114982696.472677,190134168.962106,8220.4326965332,562143329.881115,"[[0,8521],[5,12579],[10,7670],[15,3792],[20,1564],[25,716],[30,378],[35,227],[40,170],[45,119],[50,121],[55,97],[60,86],[65,63],[70,48],[75,41],[80,53],[85,37],[90,47],[95,31],[100,38],[105,31],[110,23],[115,24],[120,23],[125,12],[130,12],[135,10],[140,14],[145,16],[150,11],[155,4],[160,12],[165,10],[170,16],[175,7],[180,12],[185,12],[190,11],[195,8],[200,7],[205,8],[210,5],[215,9],[220,6],[225,2],[230,5],[235,3],[240,8],[245,7],[250,10],[255,6],[260,6],[265,3],[270,4],[275,3],[280,1],[290,2],[295,1],[300,4],[305,4],[310,5],[315,4],[325,4],[330,5],[335,6],[340,5],[345,1],[350,5],[355,2],[360,3],[365,2],[370,1],[375,2],[380,4],[385,3],[390,4],[395,4],[400,4],[405,1],[410,2],[415,1],[425,1],[430,3],[435,2],[440,2],[445,3],[450,1],[460,6],[465,1],[470,2],[475,2],[480,1],[485,1],[490,2],[495,2],[510,1],[515,2],[520,1],[530,2],[540,4],[545,2],[560,2],[575,1],[580,1],[585,1],[600,3],[605,2],[620,1],[625,1],[630,2],[640,3],[645,1],[650,3],[655,2],[660,1],[675,1],[705,1],[725,1],[735,1],[750,1],[755,1],[760,2],[770,1],[800,2],[805,1],[850,1],[865,1],[880,1],[910,1],[925,1],[930,2],[935,1],[955,1],[990,6],[995,24],[1000,4]]",149478.601590189,52
Tioga County,New York,42.3614472,41.999862,-76.1145313,-76.5541741,42.1091662678772,-76.3285251340998,836.4,2,0.02804262478968,100,0,9,42,38,0,20,89,5,22.25,0,2317.89895019531,10617.9982910156,9728.60631103516,0,4850.63726806641,22664.5035522461,"[[5,1],[15,1]]",8.2820337669303,0
Tippecanoe County,Indiana,40.5369149,40.2434496,-86.6978897,-87.0935802,40.415053311073,-86.8798409063428,974.1,23264,80.9442217666677,87.938007938008,139529,412565,215881,399934,940664,35,2108573,8.75,527143.25,35423467.2162994,128271988.667627,58528225.3125334,113946528.812506,275593281.292948,10011.4552246094,611763491.301911,"[[0,5162],[5,7895],[10,4785],[15,1868],[20,761],[25,382],[30,275],[35,220],[40,176],[45,151],[50,159],[55,124],[60,86],[65,86],[70,74],[75,70],[80,62],[85,38],[90,46],[95,48],[100,46],[105,48],[110,26],[115,29],[120,34],[125,25],[130,19],[135,23],[140,22],[145,12],[150,14],[155,14],[160,20],[165,17],[170,15],[175,9],[180,18],[185,14],[190,12],[195,8],[200,9],[205,8],[210,9],[215,5],[220,6],[225,7],[230,6],[235,8],[240,8],[245,4],[250,3],[255,6],[260,3],[265,11],[270,4],[275,6],[280,4],[285,4],[290,3],[295,3],[300,1],[305,8],[310,5],[315,2],[320,4],[325,2],[330,1],[335,5],[340,3],[345,3],[350,4],[355,5],[360,2],[365,4],[375,3],[380,5],[385,5],[390,1],[400,3],[405,2],[410,3],[415,2],[420,1],[425,3],[430,1],[435,3],[440,3],[445,2],[450,5],[455,1],[460,3],[465,6],[470,1],[475,1],[480,1],[485,1],[490,3],[495,4],[500,2],[505,1],[510,2],[515,3],[525,2],[530,1],[540,2],[545,5],[550,4],[555,1],[560,3],[565,2],[570,2],[585,1],[605,1],[615,1],[635,1],[640,2],[645,1],[660,1],[670,1],[680,1],[690,1],[695,1],[705,1],[710,1],[720,1],[725,2],[735,1],[750,1],[760,1],[765,1],[770,3],[800,1],[805,1],[810,1],[830,1],[835,2],[845,1],[855,1],[860,1],[870,1],[890,2],[895,1],[925,2],[945,1],[955,1],[965,2],[970,1],[980,1],[990,1],[995,44],[1000,22]]",506450.828608587,25
Tipton County,Indiana,40.4061251,40.2170235,-85.8626374,-86.2334953,40.2950017240511,-86.0485115962819,918,2,0.077459333849729,100,0,0,0,0,4125,129,4125,32.25,1031.25,0,0,0,0,1225177.10193481,37929.8189453125,1225177.10193481,"[[30,1],[995,1]]",1014.26771503914,0
Todd County,Kentucky,36.9989775,36.6421941,-87.1348275,-87.3289621,36.7162386462269,-87.1984271160921,1037.85,61,3.74812593703148,81.3333333333333,292,1068,1022,960,805,61,4147,15.25,1036.75,77825.2290649414,350303.706536865,308240.943029785,271959.001507568,247750.169458008,19031.6245117188,1256079.04959717,"[[0,8],[5,15],[10,7],[15,9],[20,7],[25,8],[30,2],[35,2],[40,1],[45,1],[50,1]]",959.163502381947,0
Tolland County,Connecticut,42.033899,41.6010095,-72.102504,-72.5166665,41.8677804564125,-72.4221375588506,967.3,15285,74.3913745149882,70.5515808908378,31113,257938,183040,196842,346013,31,1014946,7.75,253736.5,7697272.68245239,75891541.2198429,49264609.7716673,52517751.3716494,98906361.2436708,8418.77768554688,284277536.289281,"[[0,4100],[5,5664],[10,2674],[15,977],[20,407],[25,226],[30,131],[35,121],[40,130],[45,105],[50,78],[55,74],[60,43],[65,49],[70,40],[75,28],[80,38],[85,30],[90,24],[95,14],[100,22],[105,19],[110,10],[115,14],[120,11],[125,11],[130,11],[135,6],[140,12],[145,6],[150,5],[155,14],[160,6],[165,7],[170,5],[175,4],[180,5],[185,5],[190,8],[195,3],[200,4],[205,5],[210,5],[215,9],[220,3],[225,3],[230,7],[235,1],[240,4],[245,1],[250,2],[255,3],[260,2],[265,1],[270,2],[275,1],[285,5],[290,4],[295,1],[300,1],[305,5],[310,1],[315,2],[320,1],[325,1],[335,3],[340,1],[345,1],[350,3],[355,1],[360,1],[365,1],[370,1],[380,2],[385,1],[390,1],[400,1],[410,1],[415,2],[420,1],[425,1],[430,2],[435,1],[440,2],[450,1],[460,2],[465,1],[470,1],[475,2],[490,2],[495,1],[505,1],[525,2],[530,3],[565,1],[590,4],[630,1],[635,1],[640,1],[660,1],[675,1],[720,1],[795,1],[800,1],[805,1],[815,2],[885,1],[900,1],[925,1],[940,1],[990,2],[995,9]]",123089.416310394,247
Tom Green County,Texas,31.6730427,31.1587264,-100.1134209,-100.7235914,31.4525472032492,-100.45748784757,1241,34219,95.7056105291172,86.5033621517771,194793,438790,255206,362887,1011329,38,2263005,9.5,565751.25,63584976.6704161,172623979.773657,87982380.3483948,132928062.956311,378332869.20678,13891.9546630859,835452268.955555,"[[0,6831],[5,11234],[10,7851],[15,3686],[20,1432],[25,710],[30,416],[35,288],[40,218],[45,169],[50,136],[55,115],[60,98],[65,76],[70,67],[75,66],[80,64],[85,49],[90,62],[95,57],[100,32],[105,28],[110,32],[115,27],[120,21],[125,18],[130,19],[135,16],[140,17],[145,22],[150,14],[155,20],[160,11],[165,11],[170,8],[175,13],[180,8],[185,8],[190,7],[195,9],[200,14],[205,12],[210,5],[215,5],[220,5],[225,7],[230,8],[235,4],[240,7],[245,6],[250,5],[255,3],[260,4],[265,2],[270,7],[275,9],[280,4],[285,5],[290,2],[295,1],[300,2],[310,1],[315,3],[320,2],[325,8],[330,1],[335,1],[345,3],[350,1],[355,1],[360,4],[365,3],[370,1],[380,4],[385,2],[390,1],[400,4],[405,3],[410,1],[420,1],[425,4],[440,5],[445,1],[450,1],[455,2],[460,1],[470,1],[485,1],[490,1],[495,2],[500,2],[515,3],[525,2],[530,1],[535,1],[545,1],[555,1],[565,1],[575,3],[580,2],[585,1],[590,1],[600,1],[605,2],[610,1],[615,1],[620,1],[640,1],[645,1],[655,2],[660,1],[665,1],[670,1],[680,1],[700,1],[705,1],[735,1],[745,2],[765,1],[775,1],[780,1],[785,3],[800,1],[805,1],[815,1],[820,1],[845,1],[910,1],[950,1],[970,1],[975,1],[985,1],[995,14],[1000,4]]",406269.116733113,14
Tompkins County,New York,42.6034184,42.3041101,-76.2531394,-76.6797564,42.4602483830581,-76.4782583111486,930.75,4893,58.9088298636037,59.6271021203997,24088,86014,58701,69238,408095,31,646136,7.75,161534,5791288.81129761,24766813.0396484,15274954.462793,18231287.9212708,113145887.410315,8275.81644287109,177210231.645325,"[[0,1599],[5,1249],[10,511],[15,316],[20,163],[25,121],[30,98],[35,73],[40,86],[45,44],[50,32],[55,40],[60,29],[65,37],[70,31],[75,26],[80,32],[85,31],[90,26],[95,19],[100,15],[105,9],[110,12],[115,9],[120,10],[125,7],[130,15],[135,8],[140,7],[145,6],[150,10],[155,4],[160,8],[165,5],[170,12],[175,3],[180,8],[185,4],[190,6],[195,3],[200,4],[205,9],[210,7],[215,1],[220,2],[225,6],[230,4],[235,2],[240,3],[245,8],[250,7],[255,4],[260,1],[265,3],[270,3],[275,3],[280,2],[285,4],[290,1],[295,2],[300,1],[305,3],[310,1],[315,1],[320,2],[325,1],[330,2],[335,2],[340,2],[355,4],[360,1],[370,1],[375,1],[380,2],[385,1],[390,1],[400,1],[410,1],[415,3],[420,1],[425,1],[430,2],[440,2],[445,3],[450,2],[460,1],[465,3],[475,2],[490,4],[500,3],[510,1],[520,1],[525,1],[570,1],[585,1],[600,1],[605,1],[625,1],[630,1],[650,1],[710,1],[790,1],[800,1],[825,1],[855,1],[865,1],[870,1],[890,2],[905,1],[925,1],[990,1],[995,15],[1000,1]]",64755.9351542326,15
Torrance County,New Mexico,35.0393492,34.4338424,-105.3771127,-106.3753545,34.8792687886277,-106.075686380402,1408.45,1057,55.5724033358605,72.1009549795362,2529,9089,5370,7199,49609,33,73796,8.25,18449,911732.493768311,4074436.40614014,2178462.28668213,2791809.86342163,20321976.4620544,13930.4391601563,30278417.5120667,"[[0,281],[5,308],[10,211],[15,89],[20,46],[25,25],[30,21],[35,12],[40,11],[45,5],[50,6],[55,1],[60,4],[65,5],[70,1],[75,3],[80,4],[90,1],[105,4],[125,2],[130,1],[145,2],[155,1],[195,1],[220,1],[225,1],[235,1],[250,1],[280,1],[285,1],[350,1],[410,1],[425,1],[505,1],[570,1],[740,1]]",13038.8850025392,3
Travis County,Texas,30.621415,30.0410765,-97.3970989,-98.1112225,30.3132871316114,-97.7613097886531,1116.9,226984,81.5674787454455,86.4401293265954,1368016,3435752,2870945,3041402,7790006,42,18506121,10.5,4626530.25,399710486.79243,1203211022.82527,908572760.920944,974686340.384685,2664249370.05542,13494.4115722656,6150429980.9787,"[[0,37403],[5,69792],[10,53314],[15,29592],[20,12508],[25,5242],[30,2846],[35,2011],[40,1539],[45,1250],[50,1064],[55,1022],[60,752],[65,681],[70,580],[75,515],[80,457],[85,378],[90,351],[95,302],[100,252],[105,225],[110,233],[115,184],[120,154],[125,187],[130,125],[135,146],[140,131],[145,112],[150,109],[155,120],[160,102],[165,92],[170,76],[175,100],[180,88],[185,70],[190,68],[195,65],[200,66],[205,60],[210,63],[215,71],[220,51],[225,54],[230,58],[235,50],[240,42],[245,43],[250,42],[255,28],[260,39],[265,52],[270,50],[275,33],[280,41],[285,25],[290,29],[295,27],[300,28],[305,18],[310,31],[315,39],[320,31],[325,28],[330,28],[335,29],[340,22],[345,31],[350,22],[355,25],[360,32],[365,27],[370,19],[375,20],[380,17],[385,15],[390,21],[395,25],[400,25],[405,19],[410,25],[415,12],[420,16],[425,20],[430,15],[435,21],[440,18],[445,17],[450,17],[455,15],[460,16],[465,19],[470,12],[475,13],[480,13],[485,11],[490,17],[495,11],[500,13],[505,16],[510,15],[515,11],[520,10],[525,11],[530,13],[535,10],[540,11],[545,6],[550,6],[555,14],[560,11],[565,9],[570,10],[575,10],[580,7],[585,8],[590,10],[595,8],[600,11],[605,9],[610,8],[615,7],[620,7],[625,3],[630,7],[635,8],[640,5],[645,11],[650,9],[655,6],[660,10],[665,3],[670,4],[675,6],[680,11],[685,6],[690,6],[695,10],[700,10],[705,9],[710,8],[715,11],[720,9],[725,6],[730,6],[735,5],[740,5],[745,6],[750,4],[755,3],[760,6],[765,6],[770,9],[775,4],[780,4],[785,4],[790,2],[795,3],[800,4],[805,6],[810,2],[815,7],[820,1],[825,6],[830,7],[835,3],[840,2],[845,8],[850,3],[855,8],[860,3],[865,5],[870,2],[875,4],[880,3],[885,1],[890,3],[895,5],[900,3],[905,2],[910,8],[915,7],[920,6],[925,1],[930,5],[935,5],[940,2],[945,1],[950,2],[955,2],[960,5],[965,3],[970,6],[975,6],[980,4],[985,5],[990,16],[995,231],[1000,103]]",2990870.75198789,2483
Trumbull County,Ohio,41.4824297,41.1336629,-80.5189699,-81.0030347,41.2202019058168,-80.7559425937473,929.9,10407,35.7053055066633,61.0739436619718,63355,137160,67611,121906,368834,24,758866,6,189716.5,15382933.1368042,39487723.4222932,17687545.384787,32411020.9407928,103927116.635693,6453.46251220703,208896339.52037,"[[0,4087],[5,3177],[10,1215],[15,508],[20,276],[25,170],[30,142],[35,107],[40,85],[45,61],[50,48],[55,39],[60,31],[65,34],[70,41],[75,16],[80,30],[85,12],[90,29],[95,10],[100,21],[105,18],[110,10],[115,13],[120,10],[125,6],[130,9],[135,11],[140,8],[145,8],[150,6],[155,4],[160,6],[165,2],[170,12],[175,5],[180,2],[185,5],[190,1],[195,3],[200,1],[205,2],[210,4],[215,5],[220,1],[225,1],[230,1],[235,1],[240,6],[245,4],[250,4],[255,3],[260,1],[265,2],[270,1],[275,2],[285,1],[290,1],[295,1],[300,2],[305,3],[310,2],[315,1],[320,3],[325,2],[330,2],[335,1],[340,1],[355,2],[365,3],[370,2],[375,2],[380,3],[385,1],[390,3],[400,1],[405,2],[430,1],[475,1],[485,1],[505,1],[520,1],[525,1],[530,1],[550,1],[560,1],[570,1],[575,1],[580,1],[600,1],[605,2],[640,3],[705,1],[710,1],[720,1],[750,1],[755,2],[805,1],[815,1],[835,1],[910,2],[930,2],[940,1],[950,1],[960,1],[990,2],[995,13],[1000,2]]",172935.661816376,1
Tulare County,California,36.7413782,35.7906149,-118.100266,-119.5509612,36.2614942729246,-119.243492603511,1246.95,96262,84.3684616669716,90.7686795157093,793904,1615620,952685,1197483,2569093,47,7128785,11.75,1782196.25,259796757.815869,645034677.069392,343211008.725068,429010788.98128,977350475.441132,17241.3908691406,2654403708.03274,"[[0,12848],[5,25941],[10,24050],[15,15085],[20,7310],[25,3371],[30,1726],[35,1038],[40,723],[45,566],[50,394],[55,359],[60,246],[65,205],[70,177],[75,179],[80,134],[85,151],[90,109],[95,91],[100,73],[105,96],[110,80],[115,67],[120,77],[125,56],[130,55],[135,49],[140,47],[145,34],[150,34],[155,42],[160,33],[165,31],[170,31],[175,34],[180,24],[185,23],[190,19],[195,14],[200,24],[205,29],[210,15],[215,16],[220,18],[225,18],[230,13],[235,6],[240,8],[245,12],[250,10],[255,10],[260,8],[265,6],[270,9],[275,11],[280,9],[285,6],[290,5],[295,9],[300,5],[305,5],[310,7],[315,6],[320,6],[325,2],[330,7],[335,8],[340,3],[345,8],[350,3],[355,4],[360,4],[365,4],[370,4],[375,7],[380,5],[385,5],[390,4],[395,3],[400,3],[405,5],[410,4],[415,5],[420,4],[425,4],[430,3],[435,4],[440,4],[445,4],[450,2],[460,2],[470,2],[475,3],[480,2],[490,4],[495,2],[500,3],[505,2],[510,2],[515,2],[520,3],[530,4],[535,2],[540,3],[545,3],[550,1],[555,1],[560,2],[565,2],[570,2],[585,4],[590,2],[595,1],[600,2],[610,2],[615,2],[625,2],[630,4],[635,2],[640,2],[655,3],[660,3],[670,1],[675,1],[680,1],[690,1],[695,1],[710,1],[720,1],[725,1],[740,2],[750,2],[755,1],[770,1],[775,1],[780,3],[785,1],[795,2],[810,2],[815,3],[820,2],[830,1],[835,1],[840,2],[850,1],[865,4],[875,3],[880,2],[890,1],[895,2],[900,1],[920,1],[940,2],[945,1],[950,2],[955,1],[965,1],[980,2],[985,1],[990,6],[995,75],[1000,42]]",723672.798646848,3416
Tulsa County,Oklahoma,36.4233707,35.8665853,-95.7618883,-96.297575,36.1124732739372,-95.9162744765537,1103.3,191038,95.4786762657934,84.4359386878348,505059,3078570,1654703,2456757,6533729,36,14228818,9,3557204.5,144057787.553643,1057628483.49214,498784496.341042,765502827.250521,2151409364.19009,11448.2509399414,4617382958.82742,"[[0,40780],[5,66151],[10,42510],[15,17425],[20,6600],[25,3104],[30,2082],[35,1650],[40,1158],[45,890],[50,702],[55,646],[60,554],[65,426],[70,367],[75,352],[80,315],[85,311],[90,252],[95,217],[100,198],[105,189],[110,158],[115,170],[120,170],[125,152],[130,134],[135,138],[140,112],[145,118],[150,109],[155,94],[160,82],[165,98],[170,69],[175,73],[180,75],[185,57],[190,59],[195,65],[200,49],[205,61],[210,70],[215,37],[220,31],[225,38],[230,49],[235,44],[240,52],[245,35],[250,29],[255,37],[260,27],[265,32],[270,33],[275,38],[280,36],[285,23],[290,32],[295,29],[300,22],[305,30],[310,26],[315,18],[320,21],[325,14],[330,24],[335,15],[340,22],[345,20],[350,18],[355,19],[360,18],[365,20],[370,23],[375,22],[380,14],[385,23],[390,21],[395,16],[400,13],[405,20],[410,10],[415,8],[420,14],[425,14],[430,13],[435,13],[440,11],[445,16],[450,14],[455,15],[460,16],[465,8],[470,9],[475,9],[480,10],[485,7],[490,6],[495,11],[500,9],[505,14],[510,10],[515,9],[520,12],[525,10],[530,6],[535,10],[540,10],[545,9],[550,18],[555,13],[560,8],[565,7],[570,9],[575,12],[580,11],[585,4],[590,5],[595,9],[600,10],[605,6],[610,8],[615,8],[620,9],[625,5],[630,9],[635,8],[640,9],[645,4],[650,5],[655,4],[660,5],[665,7],[670,8],[675,6],[680,5],[685,10],[690,5],[695,9],[705,7],[710,5],[715,3],[720,4],[725,3],[730,6],[735,12],[740,2],[745,5],[750,6],[755,2],[760,3],[765,4],[770,5],[775,4],[780,5],[785,6],[790,6],[795,1],[800,6],[805,4],[810,3],[815,1],[820,2],[825,3],[835,4],[840,4],[845,4],[850,3],[855,3],[860,3],[865,2],[870,4],[875,2],[880,2],[885,4],[890,5],[895,3],[900,6],[910,4],[915,2],[920,4],[925,3],[930,1],[935,3],[945,1],[950,4],[955,2],[960,1],[965,2],[970,2],[980,2],[990,9],[995,181],[1000,88]]",3123541.29621437,234
Tuscaloosa County,Alabama,33.5761379,33.0047327,-87.065919,-87.8058018,33.2070066518921,-87.531145195825,1084.6,42477,91.8444935001226,81.0274116322988,242882,763590,546431,610792,1566758,44,3730453,11,932613.25,68926695.3031676,259217248.443518,168729339.451191,185924953.485767,518577014.672096,13887.0600036621,1201375251.35574,"[[0,6768],[5,11846],[10,9623],[15,5468],[20,2819],[25,1449],[30,681],[35,471],[40,347],[45,322],[50,272],[55,228],[60,187],[65,159],[70,139],[75,120],[80,112],[85,83],[90,89],[95,89],[100,68],[105,71],[110,60],[115,49],[120,49],[125,41],[130,33],[135,33],[140,24],[145,42],[150,32],[155,26],[160,27],[165,23],[170,23],[175,10],[180,23],[185,15],[190,16],[195,12],[200,15],[205,27],[210,17],[215,15],[220,12],[225,11],[230,9],[235,8],[240,11],[245,8],[250,7],[255,11],[260,9],[265,11],[270,11],[275,6],[280,11],[285,8],[290,7],[295,8],[300,6],[305,4],[310,4],[315,3],[320,1],[325,3],[330,7],[335,7],[340,4],[345,7],[350,5],[355,5],[360,4],[365,5],[370,1],[375,6],[380,3],[385,3],[390,1],[395,2],[400,3],[405,3],[410,4],[415,4],[420,5],[425,3],[435,2],[440,5],[445,1],[450,1],[455,3],[460,1],[465,5],[470,1],[475,1],[480,2],[485,3],[490,2],[495,1],[500,5],[505,2],[510,2],[520,2],[525,4],[530,1],[535,3],[540,2],[545,3],[550,3],[555,2],[560,1],[570,1],[575,1],[580,1],[605,1],[610,5],[620,1],[625,3],[630,1],[635,4],[640,1],[645,1],[660,1],[665,1],[675,1],[680,2],[685,1],[690,1],[695,2],[705,5],[710,1],[715,2],[725,2],[740,1],[755,2],[760,3],[765,2],[770,2],[775,1],[785,1],[790,1],[810,2],[825,1],[835,1],[840,1],[845,2],[860,1],[890,1],[895,2],[900,1],[905,1],[910,1],[915,1],[930,1],[950,1],[960,1],[965,1],[980,1],[985,2],[990,7],[995,50],[1000,14]]",714320.999889509,4
Tuscarawas County,Ohio,40.6570416,40.264389,-81.2711708,-81.7076108,40.4771175061642,-81.4705074805777,952,5845,35.6602953953084,71.2023388963333,38000,85910,61034,70379,330484,30,585807,7.5,146451.75,9507502.52107544,25633320.1108277,16332132.6346863,19323745.9809753,95743774.1632385,8168.187890625,166540475.410803,"[[0,1876],[5,1635],[10,836],[15,456],[20,242],[25,114],[30,92],[35,60],[40,56],[45,39],[50,31],[55,22],[60,29],[65,25],[70,32],[75,18],[80,16],[85,18],[90,11],[95,9],[100,13],[105,11],[110,7],[115,9],[120,8],[125,5],[130,7],[135,12],[140,5],[145,5],[150,3],[155,6],[160,5],[165,4],[170,4],[175,3],[180,6],[185,2],[190,3],[195,2],[200,4],[205,2],[210,2],[215,2],[230,1],[245,4],[250,1],[255,3],[260,2],[265,1],[270,1],[280,3],[285,1],[290,1],[295,2],[300,1],[305,2],[310,1],[315,1],[325,1],[335,1],[340,4],[345,1],[350,1],[355,1],[375,1],[385,1],[390,1],[395,1],[400,1],[405,2],[415,1],[430,1],[440,2],[445,1],[450,1],[485,2],[530,1],[555,1],[560,1],[570,1],[590,2],[640,1],[645,1],[650,1],[710,2],[725,1],[760,1],[795,1],[805,1],[830,1],[870,1],[885,1],[915,1],[950,1],[960,1],[970,2],[995,22],[1000,4]]",137871.192001296,1
Tuscola County,Michigan,43.6707749,43.2216164,-83.1536979,-83.6992381,43.4326537154377,-83.4795975771555,927.35,66,1.5273443915257,70.9677419354839,293,635,494,580,825,25,2827,6.25,706.75,71235.1792724609,176457.950018311,129456.942382813,149944.306237793,228423.682727051,6566.24294433594,755518.060638428,"[[0,27],[5,17],[10,9],[15,6],[20,4],[25,2],[135,1]]",595.069614766952,0
Twiggs County,Georgia,32.8695932,32.5391775,-83.2405845,-83.6051885,32.693286424145,-83.4785459164159,1011.5,2,0.136798905608755,100,11,38,0,0,19,19,68,4.75,17,2857.91644287109,10947.4022399902,0,0,5605.84618530273,5605.84618530273,19411.1648681641,"[[0,1],[10,1]]",11.5416084042015,0
Twin Falls County,Idaho,42.7866902,42.2787581,-114.0100754,-114.9626436,42.564896607635,-114.486276327621,1199.35,15508,85.0458011822571,82.2836525707009,26977,215690,154064,210794,547016,37,1154541,9.25,288635.25,8468878.6222229,82304371.7007447,50225461.3458618,71501783.2038269,190770841.414112,12788.0711181641,403271336.286768,"[[0,3464],[5,4956],[10,3110],[15,1566],[20,690],[25,346],[30,221],[35,126],[40,112],[45,87],[50,85],[55,80],[60,57],[65,38],[70,45],[75,35],[80,44],[85,28],[90,26],[95,22],[100,26],[105,15],[110,13],[115,17],[120,19],[125,9],[130,18],[135,15],[140,9],[145,5],[150,9],[155,12],[160,8],[165,11],[170,8],[175,4],[180,6],[185,4],[190,5],[195,4],[200,2],[205,4],[210,3],[215,3],[220,5],[225,2],[230,5],[235,3],[240,4],[245,5],[250,3],[260,3],[265,2],[270,4],[280,2],[285,6],[290,1],[295,1],[310,2],[315,4],[320,2],[325,1],[330,3],[335,1],[340,4],[350,2],[365,1],[375,1],[380,1],[390,1],[395,1],[400,1],[405,2],[410,2],[425,2],[430,1],[435,2],[445,3],[450,1],[455,1],[460,2],[465,2],[470,1],[475,1],[480,3],[495,3],[500,1],[515,1],[520,2],[525,1],[530,1],[535,1],[545,2],[585,1],[605,1],[610,1],[615,1],[620,1],[630,1],[660,1],[670,1],[700,1],[730,1],[735,1],[760,1],[815,1],[825,1],[860,1],[940,1],[985,1],[990,2],[995,10],[1000,6]]",107233.212964212,4
Ulster County,New York,42.1615589,41.5816572,-73.9296904,-74.7070205,41.8293172864148,-74.1050599716874,979.2,23306,50.3862053959965,62.900788081615,53060,296059,253719,199346,657463,27,1459647,6.75,364911.75,13457382.5648926,87765883.4212642,70056071.3619262,53382872.5768679,190196754.902411,7316.72218017578,414858964.827362,"[[0,8154],[5,8012],[10,3332],[15,1413],[20,561],[25,288],[30,249],[35,148],[40,137],[45,91],[50,84],[55,71],[60,65],[65,34],[70,44],[75,43],[80,32],[85,39],[90,30],[95,24],[100,21],[105,19],[110,13],[115,14],[120,16],[125,17],[130,11],[135,20],[140,8],[145,13],[150,17],[155,14],[160,8],[165,3],[170,6],[175,7],[180,5],[185,9],[190,8],[195,9],[200,5],[205,7],[210,3],[215,4],[220,9],[225,3],[230,5],[235,2],[240,4],[245,1],[250,2],[255,4],[260,3],[265,5],[270,4],[280,3],[285,4],[290,5],[295,1],[300,3],[305,2],[310,2],[315,2],[320,3],[325,3],[330,2],[335,2],[340,2],[345,2],[350,1],[355,2],[360,2],[365,3],[375,2],[380,3],[385,3],[390,3],[395,1],[400,1],[405,3],[410,2],[415,2],[420,2],[425,1],[430,3],[440,3],[445,1],[450,1],[455,3],[460,3],[475,2],[485,1],[490,1],[500,1],[515,1],[525,1],[540,2],[550,1],[555,1],[565,1],[595,1],[625,1],[635,1],[645,1],[670,1],[680,1],[690,1],[695,1],[735,1],[745,1],[755,1],[760,1],[765,2],[775,1],[800,1],[835,1],[865,1],[890,2],[925,1],[935,1],[950,1],[955,1],[990,1],[995,31],[1000,7]]",151597.229883884,167
Umatilla County,Oregon,46.0004585,45.4770191,-118.2128949,-119.3932327,45.8056042487051,-118.968262682472,1084.6,11691,68.6579513486679,70.4446854663774,32640,173303,97912,126980,401549,34,832384,8.5,208096,9329112.45226442,58633824.8391908,29524041.0351501,38066416.4787109,126182512.891736,10759.2452148438,261735907.697052,"[[0,2892],[5,3758],[10,2296],[15,1133],[20,457],[25,239],[30,120],[35,109],[40,87],[45,59],[50,40],[55,37],[60,30],[65,36],[70,33],[75,28],[80,23],[85,9],[90,15],[95,16],[100,8],[105,13],[110,12],[115,11],[120,11],[125,12],[130,7],[135,7],[140,9],[145,7],[150,12],[155,9],[160,4],[165,6],[170,8],[175,3],[180,6],[185,4],[190,6],[195,4],[200,3],[205,2],[210,2],[215,3],[220,1],[225,3],[230,2],[235,3],[240,1],[245,5],[250,2],[255,4],[260,3],[265,3],[270,2],[275,2],[280,1],[290,3],[295,4],[305,4],[315,1],[320,1],[335,1],[340,1],[345,1],[350,2],[355,1],[365,1],[385,3],[390,4],[395,2],[405,1],[410,1],[425,1],[440,2],[460,1],[465,2],[470,1],[475,1],[480,2],[525,1],[530,1],[535,1],[555,1],[600,1],[605,2],[630,1],[675,2],[695,1],[725,1],[775,1],[820,1],[860,1],[875,1],[900,1],[960,1],[990,1],[995,10],[1000,3]]",69597.7616184972,58
